latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.51845,-73.75195,41.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),sunshine_duration (s),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_hours (h)
1963-10-12,51,36385.83,8.8,12.6,6.1,2.0
1963-10-13,3,36349.13,7.5,12.0,2.5,0.0
1963-10-14,2,35473.93,12.2,17.8,8.0,0.0
1963-10-15,3,35550.24,14.4,20.1,10.0,0.0
1963-10-16,3,35418.15,14.6,20.3,10.4,0.0
1963-10-17,3,33814.32,10.5,13.8,7.3,0.0
1963-10-18,3,34816.22,13.9,21.4,7.4,0.0
1963-10-19,1,34546.74,15.9,22.3,11.6,0.0
1963-10-20,3,34273.12,14.8,21.7,9.1,0.0
1963-10-21,3,34229.80,8.8,13.2,5.8,0.0
1963-10-22,3,30115.63,8.8,14.6,3.3,0.0
1963-10-23,51,33223.35,14.4,20.3,10.5,1.0
1963-10-24,3,33513.59,15.5,22.1,11.1,0.0
1963-10-25,3,32920.96,15.8,23.4,10.0,0.0
1963-10-26,3,32704.19,16.3,19.9,13.5,0.0
1963-10-27,3,31477.49,14.4,17.7,11.0,0.0
1963-10-28,3,32880.76,9.8,14.4,5.5,0.0
1963-10-29,3,26288.76,5.8,7.5,3.9,0.0
1963-10-30,3,32735.69,4.8,7.6,3.2,0.0
1963-10-31,3,29018.55,6.5,10.4,3.5,0.0
1963-11-01,63,0.00,5.2,6.6,4.0,16.0
1963-11-02,51,3509.38,4.6,6.8,3.2,9.0
1963-11-03,73,17296.43,2.7,4.5,1.0,12.0
1963-11-04,3,21082.15,7.7,11.7,3.1,0.0
1963-11-05,3,12102.01,7.6,11.6,4.8,0.0
1963-11-06,53,3000.29,8.1,10.8,6.3,10.0
1963-11-07,63,0.00,8.0,10.0,6.9,23.0
1963-11-08,55,0.00,9.7,10.8,7.7,24.0
1963-11-09,51,0.00,5.9,7.6,3.6,20.0
1963-11-10,51,138.49,4.6,5.9,3.2,7.0
1963-11-11,55,2205.54,6.8,9.0,5.5,23.0
1963-11-12,51,29650.33,4.8,7.0,2.9,11.0
1963-11-13,51,21049.82,2.7,5.1,0.8,4.0
1963-11-14,51,26729.18,1.9,4.1,0.5,8.0
1963-11-15,3,24020.80,2.1,4.9,-1.2,0.0
1963-11-16,51,26316.50,3.1,5.2,-0.8,10.0
1963-11-17,61,0.00,3.2,9.0,-1.9,9.0
1963-11-18,61,0.00,6.5,9.5,2.7,22.0
1963-11-19,3,29790.84,2.8,5.6,-0.3,0.0
1963-11-20,3,28380.13,2.2,5.6,-2.0,0.0
1963-11-21,53,0.00,6.6,8.2,4.3,13.0
1963-11-22,53,3522.27,7.4,12.5,4.4,3.0
1963-11-23,53,13355.30,11.5,14.5,4.4,9.0
1963-11-24,3,20328.59,0.4,3.2,-1.5,0.0
1963-11-25,3,28935.88,-1.5,0.8,-3.0,0.0
1963-11-26,51,12423.18,2.9,6.4,-1.1,2.0
1963-11-27,53,15349.18,3.5,7.9,-2.9,8.0
1963-11-28,3,18699.66,-0.7,3.5,-4.5,0.0
1963-11-29,63,0.00,3.9,5.0,2.5,19.0
1963-11-30,75,0.00,-0.3,5.7,-8.3,22.0
1963-12-01,3,22252.19,-9.3,-7.9,-10.8,0.0
1963-12-02,3,27686.61,-9.0,-6.9,-10.6,0.0
1963-12-03,3,25849.22,-5.9,-2.1,-8.7,0.0
1963-12-04,3,26274.59,-7.0,-5.5,-9.0,0.0
1963-12-05,3,27489.10,-8.6,-6.6,-10.8,0.0
1963-12-06,3,27423.35,-5.7,0.1,-9.2,0.0
1963-12-07,3,19203.74,-1.5,2.8,-3.8,0.0
1963-12-08,3,25539.36,-0.5,4.2,-3.6,0.0
1963-12-09,73,5555.42,1.8,4.3,0.2,15.0
1963-12-10,73,17270.66,-3.5,0.1,-9.9,6.0
1963-12-11,2,27376.30,-11.5,-9.2,-13.7,0.0
1963-12-12,73,0.00,-12.2,-9.4,-14.8,16.0
1963-12-13,71,24368.66,-11.4,-9.6,-13.3,3.0
1963-12-14,71,18220.05,-8.0,-4.2,-11.4,9.0
1963-12-15,2,27174.33,-12.4,-9.9,-15.4,0.0
1963-12-16,3,27137.81,-14.9,-12.8,-16.8,0.0
1963-12-17,2,27107.27,-17.2,-13.9,-20.3,0.0
1963-12-18,71,0.00,-15.1,-11.2,-20.0,13.0
1963-12-19,3,27064.74,-16.5,-14.1,-18.7,0.0
1963-12-20,3,27052.57,-20.7,-18.9,-22.2,0.0
1963-12-21,71,26812.54,-18.4,-13.9,-22.4,3.0
1963-12-22,3,21162.94,-14.6,-11.1,-17.1,0.0
1963-12-23,3,27050.56,-16.1,-10.1,-22.0,0.0
1963-12-24,73,3417.40,-5.9,-0.5,-13.9,11.0
1963-12-25,71,14439.65,-7.9,-2.6,-13.3,5.0
1963-12-26,3,20058.98,-18.3,-13.9,-23.0,0.0
1963-12-27,71,25452.96,-23.0,-18.8,-28.0,2.0
1963-12-28,71,27159.07,-18.0,-15.0,-21.8,7.0
1963-12-29,3,26272.50,-16.9,-11.4,-22.0,0.0
1963-12-30,3,27240.16,-22.3,-16.0,-25.1,0.0
1963-12-31,1,27288.48,-20.1,-12.5,-26.1,0.0
1964-01-01,75,24563.80,-10.8,-6.7,-14.6,4.0
1964-01-02,75,10163.80,-3.6,-1.0,-6.6,12.0
1964-01-03,51,12030.07,-1.1,2.8,-5.2,1.0
1964-01-04,51,25749.80,-1.6,2.5,-11.6,7.0
1964-01-05,1,27604.50,-14.7,-12.0,-17.3,0.0
1964-01-06,73,243.54,-8.4,0.7,-18.0,7.0
1964-01-07,51,25368.29,-4.0,1.5,-11.2,2.0
1964-01-08,3,24629.12,-12.3,-8.3,-16.9,0.0
1964-01-09,71,7517.02,-3.1,3.2,-10.7,11.0
1964-01-10,71,12811.01,-2.3,3.4,-12.3,10.0
1964-01-11,3,28145.50,-17.9,-13.1,-21.6,0.0
1964-01-12,2,28260.64,-21.8,-17.1,-25.8,0.0
1964-01-13,3,9597.31,-19.0,-15.8,-22.5,0.0
1964-01-14,3,28409.08,-15.8,-11.4,-20.2,0.0
1964-01-15,3,19858.42,-11.3,-5.9,-16.2,0.0
1964-01-16,71,1088.82,-4.2,-2.1,-7.1,12.0
1964-01-17,3,28641.90,-11.2,-7.9,-14.4,0.0
1964-01-18,71,9081.72,-4.8,-0.4,-11.8,3.0
1964-01-19,3,28168.00,-2.9,0.5,-6.5,0.0
1964-01-20,61,22101.61,1.8,4.4,-0.5,6.0
1964-01-21,63,21672.66,1.8,3.9,-1.0,10.0
1964-01-22,3,29342.71,-3.9,-1.3,-6.2,0.0
1964-01-23,51,22554.89,-3.9,-0.3,-6.9,2.0
1964-01-24,3,26374.87,-2.2,1.6,-4.2,0.0
1964-01-25,63,491.84,2.2,7.0,-2.6,12.0
1964-01-26,73,21380.50,-4.4,-1.2,-10.0,5.0
1964-01-27,3,23118.77,-9.2,-5.6,-11.4,0.0
1964-01-28,2,30244.98,-13.3,-10.7,-16.3,0.0
1964-01-29,3,27285.62,-11.6,-5.8,-16.8,0.0
1964-01-30,73,30412.08,-5.8,-3.8,-8.6,7.0
1964-01-31,3,26806.57,-4.8,3.0,-11.4,0.0
1964-02-01,73,0.00,-0.1,1.8,-1.6,21.0
1964-02-02,71,30596.11,-7.5,-0.0,-15.0,2.0
1964-02-03,3,31104.51,-13.4,-8.8,-17.3,0.0
1964-02-04,71,21727.58,-2.6,1.9,-8.3,11.0
1964-02-05,51,28945.57,0.5,2.9,-5.5,7.0
1964-02-06,73,24949.77,-3.8,2.1,-9.4,2.0
1964-02-07,75,0.00,-1.0,-0.1,-1.8,24.0
1964-02-08,71,32191.82,-4.0,0.1,-10.9,4.0
1964-02-09,71,32587.67,-16.4,-11.6,-19.7,1.0
1964-02-10,3,32774.23,-19.2,-13.9,-25.0,0.0
1964-02-11,1,32961.45,-14.7,-8.0,-21.2,0.0
1964-02-12,3,33149.16,-7.4,-0.7,-12.7,0.0
1964-02-13,73,2613.25,-3.1,-1.0,-5.7,9.0
1964-02-14,3,32941.25,-6.7,-3.1,-11.4,0.0
1964-02-15,3,24844.81,-9.8,-2.7,-16.0,0.0
1964-02-16,73,25509.54,-7.7,-5.3,-13.9,7.0
1964-02-17,3,33672.43,-14.3,-9.8,-19.3,0.0
1964-02-18,3,33519.05,-10.2,-3.8,-16.3,0.0
1964-02-19,3,14525.97,-5.4,-0.8,-9.7,0.0
1964-02-20,3,33725.38,-4.9,-2.7,-7.1,0.0
1964-02-21,71,28186.44,-9.5,-7.2,-12.6,1.0
1964-02-22,2,34988.97,-13.4,-8.3,-18.4,0.0
1964-02-23,3,35095.23,-7.8,-1.6,-13.4,0.0
1964-02-24,71,20692.97,-7.3,-3.5,-16.8,7.0
1964-02-25,3,15729.14,-13.1,-5.1,-22.2,0.0
1964-02-26,73,28138.49,-4.5,-2.2,-10.5,6.0
1964-02-27,71,35725.97,-13.7,-10.9,-17.7,4.0
1964-02-28,3,34008.64,-8.9,-2.4,-14.8,0.0
1964-02-29,2,36049.09,-6.9,-1.4,-13.6,0.0
1964-03-01,3,17307.08,0.6,3.5,-1.4,0.0
1964-03-02,3,25974.97,1.5,5.5,-0.7,0.0
1964-03-03,3,36432.41,1.9,8.0,-2.3,0.0
1964-03-04,61,28396.55,3.3,10.7,-2.3,3.0
1964-03-05,63,7200.00,6.6,11.1,2.1,17.0
1964-03-06,3,37206.50,-6.7,-0.1,-11.9,0.0
1964-03-07,51,33434.82,1.1,10.4,-6.4,4.0
1964-03-08,3,37534.00,-2.8,1.6,-6.8,0.0
1964-03-09,75,0.00,-0.2,1.4,-3.1,14.0
1964-03-10,71,0.00,-7.0,-4.2,-9.0,7.0
1964-03-11,3,33920.22,-7.8,-4.3,-10.8,0.0
1964-03-12,3,17981.05,-4.7,-0.2,-8.6,0.0
1964-03-13,3,38987.95,-5.2,-0.6,-10.3,0.0
1964-03-14,53,820.55,0.4,5.9,-4.4,12.0
1964-03-15,61,38220.70,2.7,5.6,-2.3,6.0
1964-03-16,3,39453.76,-6.1,-2.1,-10.4,0.0
1964-03-17,73,19035.46,-3.5,3.1,-7.8,6.0
1964-03-18,3,39101.05,-5.6,-1.7,-9.1,0.0
1964-03-19,71,40168.95,-5.6,-0.3,-10.2,1.0
1964-03-20,3,40364.71,-2.2,4.3,-6.9,0.0
1964-03-21,3,38486.20,1.5,8.0,-3.8,0.0
1964-03-22,71,17226.65,1.3,4.1,-2.2,7.0
1964-03-23,1,40947.80,-3.2,2.5,-7.9,0.0
1964-03-24,3,41140.35,2.3,11.5,-5.4,0.0
1964-03-25,3,32193.12,3.7,7.1,0.2,0.0
1964-03-26,73,0.00,0.9,4.5,-1.5,18.0
1964-03-27,51,41710.87,-5.3,0.4,-9.3,1.0
1964-03-28,71,37519.13,-2.7,5.2,-9.5,1.0
1964-03-29,71,39394.68,2.1,5.5,-2.3,9.0
1964-03-30,71,41001.22,-4.0,-1.3,-7.4,1.0
1964-03-31,3,42462.69,-7.3,-2.6,-11.8,0.0
1964-04-01,3,42650.89,-6.5,-0.3,-11.6,0.0
1964-04-02,71,18981.67,-1.2,5.9,-6.9,7.0
1964-04-03,73,1814.27,-0.5,1.4,-5.1,17.0
1964-04-04,3,43105.63,-6.5,-2.5,-10.4,0.0
1964-04-05,0,43188.50,-3.3,5.0,-10.0,0.0
1964-04-06,55,25200.00,1.7,9.5,-4.9,9.0
1964-04-07,53,10600.73,6.0,14.3,1.2,4.0
1964-04-08,61,10911.75,6.0,8.4,3.0,11.0
1964-04-09,51,17610.88,2.8,5.6,-0.3,3.0
1964-04-10,3,39151.67,2.8,9.5,-2.1,0.0
1964-04-11,3,43651.29,3.3,10.4,-3.5,0.0
1964-04-12,3,38548.05,7.8,17.8,-1.3,0.0
1964-04-13,3,43875.62,11.2,18.9,3.3,0.0
1964-04-14,61,14919.71,11.7,13.9,10.0,14.0
1964-04-15,3,43544.24,10.1,15.4,5.3,0.0
1964-04-16,2,44190.78,5.2,12.0,0.0,0.0
1964-04-17,3,43800.10,7.6,16.6,-2.3,0.0
1964-04-18,53,36612.02,10.1,13.9,4.2,6.0
1964-04-19,3,45504.84,3.1,8.5,-1.8,0.0
1964-04-20,53,756.93,2.5,4.8,0.3,7.0
1964-04-21,3,44047.20,6.2,13.7,-1.2,0.0
1964-04-22,63,0.00,6.4,7.7,4.9,21.0
1964-04-23,51,1658.52,7.5,9.7,5.2,5.0
1964-04-24,51,5163.64,5.3,8.2,2.1,7.0
1964-04-25,3,28464.57,6.4,10.9,0.5,0.0
1964-04-26,3,47091.35,9.6,17.2,1.7,0.0
1964-04-27,2,47115.67,12.3,21.0,4.5,0.0
1964-04-28,3,46212.96,11.9,18.7,6.2,0.0
1964-04-29,2,47579.93,11.0,17.8,4.9,0.0
1964-04-30,3,47739.45,11.8,19.4,4.1,0.0
1964-05-01,2,47897.05,12.3,19.1,5.2,0.0
1964-05-02,1,48052.59,12.6,19.6,6.0,0.0
1964-05-03,3,48205.93,13.2,21.0,5.8,0.0
1964-05-04,3,38969.78,13.0,18.2,7.1,0.0
1964-05-05,3,48141.94,15.5,24.0,7.6,0.0
1964-05-06,3,48651.23,18.2,25.7,10.6,0.0
1964-05-07,3,39924.28,20.1,27.0,14.6,0.0
1964-05-08,51,35452.48,18.7,24.3,13.8,2.0
1964-05-09,65,39911.12,18.4,23.2,14.8,12.0
1964-05-10,51,13024.84,11.6,13.9,9.5,4.0
1964-05-11,3,35130.41,12.2,16.6,8.9,0.0
1964-05-12,3,49441.41,12.5,19.8,5.2,0.0
1964-05-13,51,35860.16,15.1,21.7,9.9,1.0
1964-05-14,51,3257.10,9.7,12.9,7.0,4.0
1964-05-15,3,49638.98,11.4,19.3,2.9,0.0
1964-05-16,63,20004.95,12.2,13.6,10.1,14.0
1964-05-17,3,49767.54,14.1,21.2,6.5,0.0
1964-05-18,3,49830.63,13.6,19.7,8.1,0.0
1964-05-19,61,32068.90,15.8,22.8,11.8,7.0
1964-05-20,51,43269.25,9.4,13.5,6.2,3.0
1964-05-21,51,50060.82,10.1,17.3,1.8,2.0
1964-05-22,53,34364.17,17.9,25.4,12.0,5.0
1964-05-23,3,45608.38,21.0,28.6,13.5,0.0
1964-05-24,53,50229.45,23.4,29.0,19.1,3.0
1964-05-25,53,33374.67,12.5,19.3,8.6,6.0
1964-05-26,61,43812.71,14.5,23.0,6.9,3.0
1964-05-27,61,50538.97,14.3,17.0,11.0,13.0
1964-05-28,51,38216.58,9.0,11.0,6.7,3.0
1964-05-29,3,22559.61,8.6,11.8,4.6,0.0
1964-05-30,3,50400.00,10.8,15.8,5.4,0.0
1964-05-31,3,50175.19,11.9,17.5,6.5,0.0
1964-06-01,53,7510.32,12.3,16.5,6.9,9.0
1964-06-02,55,50417.23,12.8,17.4,8.1,3.0
1964-06-03,55,38608.96,12.3,18.8,7.0,8.0
1964-06-04,61,50400.00,11.4,14.8,8.9,14.0
1964-06-05,3,50994.16,11.0,16.2,5.5,0.0
1964-06-06,2,50801.86,15.5,23.4,7.1,0.0
1964-06-07,51,31256.17,16.5,21.1,12.8,2.0
1964-06-08,51,50503.21,17.7,23.0,12.5,1.0
1964-06-09,3,51006.30,21.1,28.9,12.3,0.0
1964-06-10,65,8716.03,16.9,22.5,11.5,10.0
1964-06-11,2,51060.39,15.3,23.3,8.1,0.0
1964-06-12,3,51122.43,18.6,25.1,11.0,0.0
1964-06-13,53,41460.47,19.5,25.5,14.5,4.0
1964-06-14,51,43154.56,17.9,21.3,15.3,2.0
1964-06-15,53,27252.65,16.0,22.0,10.2,6.0
1964-06-16,53,50168.99,11.7,16.8,6.6,5.0
1964-06-17,3,50545.99,14.8,20.2,10.1,0.0
1964-06-18,3,47277.58,16.8,23.6,9.5,0.0
1964-06-19,61,48252.51,23.0,30.9,15.1,3.0
1964-06-20,3,50850.43,24.2,28.9,20.2,0.0
1964-06-21,3,50545.82,21.0,26.3,15.7,0.0
1964-06-22,3,49358.16,21.2,26.1,16.4,0.0
1964-06-23,3,47307.39,24.7,32.1,16.9,0.0
1964-06-24,61,43875.70,23.9,27.7,19.2,7.0
1964-06-25,3,50681.28,18.2,22.5,14.7,0.0
1964-06-26,51,43075.34,20.4,27.9,14.0,2.0
1964-06-27,51,50610.34,18.5,22.4,14.7,1.0
1964-06-28,2,50995.00,18.6,24.5,12.2,0.0
1964-06-29,51,31401.43,21.1,27.6,15.2,3.0
1964-06-30,3,50629.85,26.5,33.4,20.6,0.0
1964-07-01,51,50428.84,24.3,27.5,20.0,4.0
1964-07-02,51,30132.62,22.1,26.3,19.0,4.0
1964-07-03,55,34529.23,20.5,25.4,18.2,19.0
1964-07-04,51,49086.31,19.3,21.5,16.4,3.0
1964-07-05,51,22069.55,18.2,20.5,16.4,4.0
1964-07-06,53,36057.91,18.6,22.4,15.5,7.0
1964-07-07,63,42077.83,18.9,24.0,15.0,5.0
1964-07-08,51,49822.96,19.9,24.9,14.8,1.0
1964-07-09,51,50400.00,22.2,26.8,17.3,2.0
1964-07-10,61,48725.75,23.0,27.9,17.2,3.0
1964-07-11,53,45777.09,22.5,27.5,18.6,7.0
1964-07-12,53,39425.80,21.5,24.8,18.6,4.0
1964-07-13,3,22377.09,21.1,23.6,19.2,0.0
1964-07-14,55,28059.13,20.5,24.0,18.0,16.0
1964-07-15,51,45327.19,20.8,23.5,18.4,5.0
1964-07-16,3,50400.00,22.1,27.8,16.2,0.0
1964-07-17,2,50400.00,24.5,30.7,17.9,0.0
1964-07-18,61,45585.35,26.3,31.9,22.0,4.0
1964-07-19,53,44288.46,22.8,26.0,20.7,5.0
1964-07-20,3,50400.00,20.8,26.7,14.7,0.0
1964-07-21,63,39600.00,24.1,30.9,20.2,7.0
1964-07-22,63,35222.16,22.9,27.5,20.3,17.0
1964-07-23,1,48996.91,20.3,24.4,16.8,0.0
1964-07-24,51,48700.96,20.9,25.8,17.0,1.0
1964-07-25,3,45408.91,21.0,24.4,17.2,0.0
1964-07-26,61,18375.44,20.9,22.6,19.3,10.0
1964-07-27,51,48455.41,22.0,27.0,17.5,3.0
1964-07-28,3,49822.15,25.9,32.8,19.4,0.0
1964-07-29,63,38009.54,23.2,25.3,18.7,7.0
1964-07-30,53,49562.46,16.0,18.3,13.5,2.0
1964-07-31,3,49428.53,15.5,20.6,10.7,0.0
1964-08-01,3,39712.73,17.4,23.1,10.7,0.0
1964-08-02,3,33668.49,18.2,21.5,15.9,0.0
1964-08-03,3,46741.43,16.8,21.8,12.3,0.0
1964-08-04,51,46645.55,18.2,23.5,10.6,2.0
1964-08-05,55,4944.77,16.1,18.7,14.8,6.0
1964-08-06,3,45912.57,16.1,20.2,12.4,0.0
1964-08-07,3,47406.21,20.3,28.4,13.5,0.0
1964-08-08,53,34873.87,17.5,20.2,13.4,13.0
1964-08-09,51,43627.81,13.7,16.3,11.0,2.0
1964-08-10,3,31155.37,15.5,19.5,11.1,0.0
1964-08-11,3,42178.82,20.2,28.2,12.8,0.0
1964-08-12,65,15003.75,20.6,21.9,17.6,14.0
1964-08-13,51,17254.92,14.1,17.2,12.7,2.0
1964-08-14,55,44853.57,13.4,16.8,11.1,7.0
1964-08-15,51,39663.56,13.1,16.3,10.6,7.0
1964-08-16,51,41146.55,16.8,22.2,11.8,1.0
1964-08-17,61,38163.86,16.8,19.8,13.6,12.0
1964-08-18,2,45483.75,16.0,19.7,12.6,0.0
1964-08-19,51,45825.41,14.6,18.4,11.0,1.0
1964-08-20,61,39615.60,14.2,18.9,10.0,4.0
1964-08-21,3,36634.80,14.7,18.7,10.0,0.0
1964-08-22,55,0.00,14.4,15.9,13.4,16.0
1964-08-23,63,14400.00,17.0,20.8,14.4,18.0
1964-08-24,51,43657.45,18.2,20.5,15.8,2.0
1964-08-25,51,43920.72,19.7,26.4,13.4,3.0
1964-08-26,61,33542.54,17.6,20.9,14.9,4.0
1964-08-27,2,43975.77,16.6,21.7,11.0,0.0
1964-08-28,3,43800.52,19.8,26.7,13.2,0.0
1964-08-29,55,22297.28,20.4,24.8,17.7,8.0
1964-08-30,3,41092.59,20.8,26.8,16.6,0.0
1964-08-31,61,39599.46,21.9,26.0,18.0,4.0
1964-09-01,3,43455.69,16.2,20.4,12.3,0.0
1964-09-02,3,42817.62,15.2,20.4,10.8,0.0
1964-09-03,55,41393.36,16.4,21.8,11.2,1.0
1964-09-04,55,9473.17,18.8,23.5,15.8,15.0
1964-09-05,53,41656.95,17.2,20.2,14.5,4.0
1964-09-06,51,36842.20,15.5,18.6,12.2,1.0
1964-09-07,3,42757.47,15.7,20.9,10.1,0.0
1964-09-08,61,34711.70,18.7,23.5,14.9,12.0
1964-09-09,3,42531.02,16.8,20.9,13.3,0.0
1964-09-10,51,41945.54,19.5,26.3,13.2,2.0
1964-09-11,61,35647.46,17.5,22.4,11.4,7.0
1964-09-12,3,42185.87,10.6,14.1,6.9,0.0
1964-09-13,1,42069.80,12.0,17.5,6.9,0.0
1964-09-14,3,41340.08,14.1,19.8,8.0,0.0
1964-09-15,3,41712.71,9.5,14.5,5.2,0.0
1964-09-16,3,41523.06,8.6,12.7,4.3,0.0
1964-09-17,61,31825.10,10.3,14.5,6.1,5.0
1964-09-18,3,22236.90,11.9,15.8,8.3,0.0
1964-09-19,3,40953.28,10.5,16.0,5.5,0.0
1964-09-20,3,40450.32,12.1,17.5,7.0,0.0
1964-09-21,3,39530.45,15.0,20.8,10.0,0.0
1964-09-22,3,39997.02,17.3,22.8,12.9,0.0
1964-09-23,61,30374.85,19.3,25.9,14.1,5.0
1964-09-24,53,39085.50,15.7,19.1,11.9,4.0
1964-09-25,51,7902.02,11.0,12.2,9.9,15.0
1964-09-26,3,38675.15,12.7,18.7,6.7,0.0
1964-09-27,61,21230.37,16.5,22.1,10.6,10.0
1964-09-28,51,38677.25,8.2,11.6,5.2,2.0
1964-09-29,2,38430.27,10.0,15.2,5.2,0.0
1964-09-30,3,38352.88,9.2,12.7,6.3,0.0
1964-10-01,2,38277.72,8.0,14.6,2.2,0.0
1964-10-02,51,25924.30,14.0,21.1,8.8,1.0
1964-10-03,63,38118.20,13.0,16.5,9.2,8.0
1964-10-04,3,34523.65,13.3,18.7,7.8,0.0
1964-10-05,3,13648.55,6.8,8.0,5.3,0.0
1964-10-06,61,34769.01,6.3,11.5,3.1,10.0
1964-10-07,51,37485.45,3.1,5.8,-0.1,1.0
1964-10-08,3,37290.13,4.6,10.9,-0.6,0.0
1964-10-09,53,16193.63,7.7,11.7,4.4,9.0
1964-10-10,51,1068.86,4.7,8.2,1.9,5.0
1964-10-11,2,36707.70,3.1,6.9,-0.5,0.0
1964-10-12,51,18646.21,7.0,10.7,3.8,8.0
1964-10-13,53,0.00,6.3,7.8,4.9,21.0
1964-10-14,3,35139.85,6.4,10.8,2.2,0.0
1964-10-15,0,35270.36,12.2,19.1,7.4,0.0
1964-10-16,0,35237.79,13.1,19.5,8.4,0.0
1964-10-17,3,30964.05,11.6,18.3,6.5,0.0
1964-10-18,3,32272.78,13.6,19.8,10.3,0.0
1964-10-19,61,0.00,9.2,12.0,6.0,15.0
1964-10-20,51,28654.20,6.8,9.8,4.6,4.0
1964-10-21,3,33319.65,6.2,9.2,2.9,0.0
1964-10-22,51,28418.82,4.8,8.0,2.1,6.0
1964-10-23,3,30588.54,3.2,6.2,0.3,0.0
1964-10-24,51,11797.68,4.3,8.3,0.1,1.0
1964-10-25,3,26760.47,8.0,12.6,4.2,0.0
1964-10-26,3,33102.31,8.8,14.9,3.8,0.0
1964-10-27,2,32788.52,10.5,16.0,6.9,0.0
1964-10-28,3,21279.09,11.2,17.1,6.7,0.0
1964-10-29,55,509.54,8.4,11.8,4.5,11.0
1964-10-30,51,26279.75,4.4,7.5,1.1,1.0
1964-10-31,2,32457.94,3.3,6.9,0.8,0.0
1964-11-01,3,28658.38,3.7,8.8,0.5,0.0
1964-11-02,1,32117.18,2.6,6.7,-0.4,0.0
1964-11-03,2,31917.71,2.9,7.5,-0.6,0.0
1964-11-04,3,31824.61,2.0,6.6,-1.9,0.0
1964-11-05,53,25.35,4.3,7.0,1.6,17.0
1964-11-06,51,7905.11,4.4,6.5,3.1,4.0
1964-11-07,3,30891.89,5.0,9.1,1.9,0.0
1964-11-08,2,31414.94,5.8,10.1,2.5,0.0
1964-11-09,3,24878.70,5.5,9.1,2.9,0.0
1964-11-10,73,28688.29,2.6,6.0,-0.9,3.0
1964-11-11,53,7067.29,1.5,4.1,-1.8,12.0
1964-11-12,51,22977.09,7.0,12.8,3.1,2.0
1964-11-13,51,25252.21,9.7,13.0,3.1,5.0
1964-11-14,3,30448.14,1.7,4.1,-0.3,0.0
1964-11-15,3,28189.03,-0.2,2.6,-3.3,0.0
1964-11-16,61,0.00,3.0,7.7,0.3,10.0
1964-11-17,51,21379.14,1.9,5.5,-1.1,4.0
1964-11-18,71,14786.99,-0.1,3.4,-2.6,3.0
1964-11-19,75,16325.77,-1.8,2.4,-5.3,8.0
1964-11-20,73,20796.15,1.0,3.7,-3.9,11.0
1964-11-21,73,27045.95,-1.5,0.7,-5.8,4.0
1964-11-22,71,28108.77,-7.9,-5.9,-9.3,11.0
1964-11-23,71,6236.56,-3.6,1.3,-10.2,7.0
1964-11-24,3,27736.72,-5.1,0.1,-9.7,0.0
1964-11-25,51,28159.28,1.8,6.8,-3.0,1.0
1964-11-26,63,0.00,5.3,6.9,1.9,19.0
1964-11-27,71,28474.41,-3.9,1.3,-6.0,1.0
1964-11-28,53,28228.80,0.2,5.5,-6.0,5.0
1964-11-29,53,27533.06,2.4,5.0,-2.5,10.0
1964-11-30,3,17544.52,-4.7,-2.8,-7.4,0.0
1964-12-01,2,27577.03,-9.6,-7.6,-11.2,0.0
1964-12-02,3,27658.78,-8.2,-4.2,-11.5,0.0
1964-12-03,3,24878.95,-7.2,-4.1,-10.3,0.0
1964-12-04,75,0.00,-9.7,-8.1,-11.6,22.0
1964-12-05,73,0.00,-8.6,-7.9,-9.5,20.0
1964-12-06,3,24253.91,-9.7,-7.6,-13.1,0.0
1964-12-07,3,26817.10,-14.6,-10.9,-19.0,0.0
1964-12-08,71,13289.62,-9.0,-5.0,-12.5,11.0
1964-12-09,71,22158.52,-9.5,-7.3,-11.1,8.0
1964-12-10,3,27372.56,-9.6,-5.1,-13.3,0.0
1964-12-11,71,580.36,-3.4,3.5,-9.1,10.0
1964-12-12,53,22009.54,2.4,4.8,-0.3,5.0
1964-12-13,61,12295.61,1.9,4.7,-0.6,7.0
1964-12-14,71,26950.50,-0.4,2.6,-3.6,3.0
1964-12-15,71,27150.30,-9.0,-1.8,-15.6,0.0
1964-12-16,71,20416.73,-12.1,-2.9,-17.9,1.0
1964-12-17,71,478.11,-0.5,3.1,-4.7,7.0
1964-12-18,3,27076.54,-14.1,-5.3,-17.5,0.0
1964-12-19,3,24809.54,-7.6,-1.9,-16.0,0.0
1964-12-20,73,6225.68,-6.4,-4.2,-12.3,15.0
1964-12-21,3,27051.63,-13.9,-10.5,-17.5,0.0
1964-12-22,73,168.24,-3.9,0.6,-11.7,12.0
1964-12-23,73,1012.62,1.0,2.2,-0.5,23.0
1964-12-24,55,0.00,3.1,4.8,1.4,22.0
1964-12-25,63,1233.92,6.0,7.9,2.5,15.0
1964-12-26,61,10280.13,2.6,7.4,0.1,8.0
1964-12-27,3,3098.07,-3.8,0.6,-7.7,0.0
1964-12-28,73,7776.23,-8.6,-7.4,-10.7,16.0
1964-12-29,71,27223.31,-10.2,-6.1,-14.8,4.0
1964-12-30,73,0.00,-1.2,1.5,-6.0,17.0
1964-12-31,71,26161.12,-6.1,0.9,-12.6,5.0
1965-01-01,0,27375.38,-14.5,-10.2,-18.4,0.0
